zip_code,foreclosure_notices_mean,foreclosure_notices_std,foreclosure_notices_max,foreclosure_notices_trend,ev_registrations_mean,ev_registrations_std,ev_registrations_max,ev_registrations_trend,sewer_overflow_incidents_mean,sewer_overflow_incidents_std,sewer_overflow_incidents_max,sewer_overflow_incidents_trend,n_quarters,dbscan_cluster
21502,120.75,16.825980992608912,158,3.0734265734265738,1138.5833333333333,482.4248332092469,1826,132.5769230769231,20.583333333333332,12.493331554606776,45,0.3111888111888112,12,-1
21515,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21520,2.0,2.174229226018436,6,-0.34965034965034963,27.5,5.334280218974765,36,1.2727272727272727,0.08333333333333333,0.28867513459481287,1,0.03146853146853147,12,0
21521,4.75,1.712255291076124,7,0.34615384615384615,2.5,2.3159525823376357,8,0.13986013986013984,0.0,0.0,0,0.0,12,0
21522,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21523,0.08333333333333333,0.2886751345948129,1,-0.01748251748251748,0.0,0.0,0,0.0,0.08333333333333333,0.28867513459481287,1,0.024475524475524472,12,0
21524,2.4166666666666665,1.6213537179739277,6,-0.0034965034965034948,1.4166666666666667,1.5050420310248864,3,0.3741258741258741,0.08333333333333333,0.28867513459481287,1,0.024475524475524472,12,0
21528,5.416666666666667,2.466441431158123,9,-0.5,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21529,1.0,0.9534625892455924,3,0.08391608391608392,8.666666666666666,2.188122205883115,12,0.5244755244755245,0.0,0.0,0,0.0,12,0
21530,3.6666666666666665,1.7232808737106582,6,1.552759475000219e-18,7.416666666666667,3.3967453227875044,16,0.7657342657342656,0.16666666666666666,0.3892494720807615,1,0.013986013986013988,12,0
21531,3.4166666666666665,2.2343733444579583,9,0.20629370629370627,14.583333333333334,7.621242243449118,27,1.9335664335664335,0.0,0.0,0,0.0,12,0
21532,28.666666666666668,7.302967433402215,41,0.4405594405594406,176.58333333333334,37.019548480457864,243,10.010489510489508,13.666666666666666,8.359353317020872,29,0.013986013986013941,12,-1
21536,5.166666666666667,2.2896340848319503,9,0.36363636363636354,28.583333333333332,14.79224817465574,48,4.0174825174825175,0.25,0.6215815605080611,2,0.01748251748251748,12,0
21538,1.4166666666666667,1.164500152881315,4,0.08741258741258738,0.5,1.1677484162422844,3,0.2097902097902098,0.0,0.0,0,0.0,12,0
21539,4.416666666666667,2.108783937953269,7,0.01748251748251748,0.3333333333333333,0.8876253645985945,3,0.14685314685314685,0.0,0.0,0,0.0,12,0
21540,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21541,1.6666666666666667,1.2309149097933272,5,-0.11888111888111888,61.416666666666664,11.70437628592076,81,3.1713286713286712,0.08333333333333333,0.28867513459481287,1,0.03146853146853147,12,0
21542,5.333333333333333,2.015094553763188,8,0.08391608391608392,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21543,3.5,1.8829377433825438,8,-0.14685314685314685,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21545,9.416666666666666,2.5030284687057627,13,0.19930069930069932,8.5,2.195035721390843,12,0.5804195804195804,0.0,0.0,0,0.0,12,0
21546,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21550,24.083333333333332,3.91868097783688,33,0.4160839160839161,133.5,49.67073402096871,208,13.727272727272727,0.6666666666666666,0.6513389472789297,2,0.048951048951048945,12,0
21555,3.1666666666666665,2.1672493389016636,7,0.2867132867132867,11.083333333333334,9.829994296986538,27,2.667832167832168,0.0,0.0,0,0.0,12,0
21557,6.25,2.6671401094873817,12,0.3741258741258741,9.416666666666666,4.699290726623895,19,1.0944055944055944,0.08333333333333333,0.28867513459481287,1,0.003496503496503496,12,0
21561,5.833333333333333,2.32900030576263,9,-0.06293706293706294,59.666666666666664,15.956379934247636,77,4.2517482517482525,0.0,0.0,0,0.0,12,0
21562,8.75,2.800162332956625,14,-0.458041958041958,12.333333333333334,4.7354242074224375,22,1.090909090909091,0.25,0.4522670168666455,1,0.01748251748251748,12,0
