zip_code,year,quarter,ev_registrations
30809,2023,1,3
30809,2023,2,1
30809,2023,4,2
30809,2024,1,1
30809,2024,3,3
30809,2024,4,2
30813,2022,3,1
30813,2023,3,4
30813,2024,2,1
30813,2024,3,1
30813,2024,4,2
30813,2025,1,6
30813,2025,3,2
30813,2025,4,2
30814,2024,3,1
30814,2025,3,2
30823,2025,1,1
30823,2025,2,1
30904,2023,1,1
30904,2023,2,1
30905,2024,2,1
30905,2024,3,1
30906,2024,2,1
30906,2024,3,1
30906,2025,3,1
30906,2025,4,2
30907,2022,3,2
30907,2023,1,4
30907,2024,1,1
30907,2024,2,1
30909,2024,4,3
30909,2025,1,1
30909,2025,2,1
30909,2025,3,1
31028,2025,3,1
31029,2024,4,1
31029,2025,1,1
31042,2025,3,1
31049,2025,2,2
31069,2024,3,2
31088,2024,1,1
31088,2025,2,2
31204,2024,2,2
31210,2024,4,2
31220,2024,3,1
31308,2024,4,1
31308,2025,1,1
31313,2022,3,3
31313,2024,3,1
31313,2024,4,6
31313,2025,1,1
31315,2025,1,2
31316,2025,1,1
31316,2025,2,3
31316,2025,3,2
31320,2025,1,2
31322,2023,3,1
31322,2023,4,1
31322,2024,4,1
31322,2025,1,3
31322,2025,3,3
31322,2025,4,3
31324,2022,2,1
31324,2022,3,2
31324,2024,4,1
31324,2025,1,3
31324,2025,2,2
31324,2025,3,2
31326,2024,1,1
31326,2024,2,1
31405,2025,1,5
31405,2025,3,6
31405,2025,4,6
31406,2023,3,1
31407,2024,4,4
31407,2025,1,11
31407,2025,2,1
31410,2025,3,5
31410,2025,4,3
31411,2022,3,3
31411,2022,4,2
31411,2025,1,2
31419,2023,2,1
31419,2023,3,3
31419,2023,4,1
31419,2024,2,1
31419,2024,3,1
31419,2025,1,3
31522,2022,2,1
31522,2024,4,2
31539,2025,2,1
31539,2025,3,1
31548,2025,2,2
31558,2023,3,2
31561,2025,4,2
31605,2024,2,1
31605,2024,3,1
31606,2022,2,1
31606,2022,3,2
31620,2023,2,2
31721,2024,2,2
31763,2023,1,2
31820,2022,3,2
31820,2022,4,1
31820,2023,1,3
31820,2023,2,3
31820,2023,3,1
31829,2024,1,2
31831,2023,4,2
31831,2024,1,1
31831,2024,2,2
31903,2023,2,1
31903,2023,3,2
31907,2024,1,2
31909,2022,4,4
31909,2023,3,1
31909,2023,4,1
32003,2023,3,2
32003,2024,1,2
32003,2025,3,1
32003,2025,4,3
32007,2023,1,2
32013,2022,4,1
32013,2023,1,4
32013,2023,2,5
32026,2023,4,1
32033,2022,2,1
32033,2022,3,1
32034,2022,2,1
32034,2023,2,2
32034,2024,1,2
32034,2025,1,1
32034,2025,2,2
32034,2025,3,3
32034,2025,4,2
32043,2022,2,1
32043,2023,1,3
32043,2023,4,1
32043,2024,1,2
32043,2024,2,1
32043,2024,4,2
32043,2025,1,1
32043,2025,2,1
32043,2025,3,1
32065,2022,2,1
32065,2022,3,1
32065,2025,3,3
32065,2025,4,2
32067,2023,4,1
32067,2024,1,1
32068,2022,3,1
32068,2022,4,1
32068,2023,2,1
32068,2023,3,2
32068,2024,1,1
32068,2024,4,2
32068,2025,1,1
32068,2025,2,1
32073,2022,2,1
32073,2022,3,1
32073,2023,2,1
32073,2023,3,1
32080,2022,4,2
32080,2023,1,2
32080,2025,3,1
32080,2025,4,2
32081,2024,2,2
32081,2024,3,1
32082,2024,1,5
32082,2024,2,2
32082,2024,3,1
32082,2024,4,1
32082,2025,1,2
32082,2025,2,1
32082,2025,3,1
32084,2023,2,2
32084,2023,3,1
32084,2024,1,1
32084,2024,2,1
32084,2024,4,3
32084,2025,1,1
32084,2025,2,1
32086,2024,3,1
32086,2024,4,1
32086,2025,4,1
32092,2022,4,2
32092,2024,2,1
32092,2024,3,1
32092,2025,2,2
32092,2025,3,4
32092,2025,4,1
32095,2023,2,3
32095,2023,3,2
32095,2025,3,1
32097,2023,3,2
32097,2024,2,2
32097,2025,4,1
32118,2023,4,3
32118,2024,1,1
32118,2024,2,1
32118,2025,2,2
32118,2025,3,4
32119,2022,4,1
32119,2023,1,1
32124,2024,3,3
32124,2024,4,3
32124,2025,1,3
32124,2025,2,4
32124,2025,3,3
32124,2025,4,1
32127,2023,4,1
32127,2024,1,1
32127,2025,1,1
32127,2025,2,1
32128,2022,3,1
32128,2022,4,1
32128,2024,2,1
32128,2024,3,2
32128,2024,4,1
32128,2025,1,2
32128,2025,2,2
32132,2024,2,2
32136,2022,4,2
32137,2022,4,2
32137,2023,1,3
32137,2023,2,2
32137,2024,3,2
32137,2025,1,1
32137,2025,2,1
32137,2025,3,1
32137,2025,4,1
32141,2024,1,2
32141,2024,2,1
32159,2023,1,2
32159,2023,3,2
32159,2023,4,2
32162,2022,3,1
32162,2023,1,6
32162,2025,2,4
32163,2022,4,1
32163,2023,1,5
32163,2023,2,1
32163,2023,4,2
32163,2024,1,2
32163,2024,2,1
32163,2024,3,1
32164,2024,1,3
32164,2025,3,1
32168,2024,4,1
32168,2025,1,2
32174,2024,3,1
32174,2024,4,1
32174,2025,4,1
32176,2025,1,3
32176,2025,2,3
32176,2025,3,3
32176,2025,4,3
32177,2023,2,2
32193,2022,4,2
32193,2023,1,1
32202,2022,4,2
32202,2025,2,1
32202,2025,3,2
32204,2024,1,1
32204,2024,2,1
32205,2022,4,2
32205,2023,3,1
32205,2023,4,3
32205,2024,1,1
32205,2024,3,1
32205,2024,4,3
32205,2025,2,1
32205,2025,3,1
32207,2022,2,2
32207,2022,3,1
32208,2025,1,2
32209,2024,4,2
32210,2022,2,1
32210,2022,3,2
32210,2023,2,2
32210,2023,3,2
32210,2023,4,3
32210,2024,1,3
32210,2024,3,1
32210,2025,3,2
32211,2025,2,2
32211,2025,3,2
32211,2025,4,2
32216,2022,3,1
32216,2022,4,2
32216,2024,4,2
32218,2023,2,2
32218,2024,1,1
32218,2024,2,1
32218,2024,3,5
32218,2024,4,2
32218,2025,3,2
32221,2025,3,1
32222,2023,4,1
32222,2024,1,4
32223,2023,3,2
32223,2025,3,2
32224,2022,3,2
32224,2024,2,1
32224,2024,3,1
32224,2024,4,2
32224,2025,1,2
32224,2025,3,2
32224,2025,4,1
32225,2022,4,1
32225,2023,1,2
32225,2023,3,2
32225,2025,3,2
32226,2023,3,4
32226,2024,1,1
32227,2023,4,1
32233,2022,4,1
32233,2023,1,1
32233,2024,3,2
32244,2022,4,4
32244,2023,1,2
32244,2023,3,1
32244,2024,1,2
32244,2024,4,2
32244,2025,2,2
32244,2025,3,3
32244,2025,4,2
32246,2023,1,1
32246,2023,3,2
32246,2025,2,3
32246,2025,3,3
32246,2025,4,2
32250,2023,2,1
32250,2023,3,1
32250,2024,1,3
32250,2024,2,1
32256,2022,4,2
32256,2024,3,2
32256,2024,4,1
32257,2025,3,1
32257,2025,4,3
32258,2023,3,1
32258,2023,4,3
32258,2024,3,5
32258,2024,4,1
32258,2025,1,1
32258,2025,2,2
32258,2025,3,2
32259,2022,2,1
32259,2022,4,4
32259,2023,1,3
32259,2024,1,2
32259,2024,4,2
32259,2025,1,2
32259,2025,2,4
32259,2025,3,3
32259,2025,4,1
32277,2023,2,1
32277,2023,3,1
32301,2022,4,1
32301,2023,1,2
32301,2025,4,2
32303,2023,2,1
32303,2023,3,1
32308,2022,4,1
32308,2023,1,3
32308,2023,2,1
32308,2025,1,3
32308,2025,2,1
32308,2025,4,1
32309,2023,2,2
32309,2024,4,1
32309,2025,1,1
32309,2025,4,2
32311,2023,3,1
32311,2023,4,1
32311,2024,1,2
32311,2025,3,2
32311,2025,4,1
32312,2023,1,3
32312,2023,3,1
32312,2024,2,1
32312,2025,1,2
32317,2022,4,1
32317,2023,1,1
32328,2023,4,2
32328,2024,1,1
32344,2024,2,2
32359,2024,3,1
32359,2024,4,2
32401,2022,2,1
32401,2022,3,1
32401,2024,1,1
32401,2024,2,1
32403,2023,3,3
32403,2023,4,1
32405,2023,3,1
32405,2023,4,3
32405,2025,2,2
32407,2024,3,2
32408,2022,2,1
32408,2022,3,1
32408,2022,4,1
32408,2023,3,2
32408,2023,4,2
32408,2024,3,2
32413,2024,2,1
32439,2023,4,2
32439,2024,3,1
32439,2024,4,3
32439,2025,1,1
32444,2022,3,1
32444,2022,4,2
32444,2023,1,2
32444,2025,1,3
32459,2023,1,3
32459,2023,2,1
32459,2023,3,1
32459,2024,1,2
32459,2024,3,3
32461,2023,1,3
32461,2024,2,3
32461,2024,3,2
32503,2024,4,2
32503,2025,1,2
32505,2023,4,2
32506,2022,2,1
32506,2022,4,2
32506,2023,4,1
32506,2024,1,3
32506,2024,2,4
32506,2024,3,2
32506,2025,3,3
32507,2025,2,2
32508,2023,4,2
32508,2024,1,1
32508,2025,1,2
32508,2025,3,1
32508,2025,4,2
32511,2023,1,1
32511,2023,2,1
32511,2024,4,3
32511,2025,1,2
32514,2022,3,2
32514,2024,2,1
32514,2024,3,1
32514,2025,2,2
32526,2022,2,1
32526,2022,3,1
32526,2022,4,1
32526,2023,1,2
32526,2023,4,3
32526,2024,1,1
32526,2025,2,1
32526,2025,3,1
32533,2024,2,2
32533,2024,4,2
32534,2024,2,2
32536,2024,1,1
32536,2025,3,4
32539,2025,1,1
32539,2025,2,1
32539,2025,3,4
32542,2023,3,2
32542,2025,3,1
32542,2025,4,2
32544,2024,2,2
32544,2024,3,1
32547,2023,3,1
32547,2024,1,1
32547,2025,4,2
32548,2024,3,1
32548,2024,4,1
32561,2022,4,1
32561,2024,1,1
32563,2023,2,1
32563,2023,3,2
32563,2023,4,2
32563,2024,1,3
32563,2024,4,2
32563,2025,3,2
32563,2025,4,1
32564,2025,1,1
32564,2025,2,2
32566,2022,2,1
32566,2022,3,4
32566,2023,1,3
32566,2025,3,3
32566,2025,4,1
32567,2025,3,1
32567,2025,4,3
32570,2022,3,1
32570,2023,1,1
32570,2023,2,3
32570,2023,4,1
32570,2024,1,1
32570,2025,1,2
32570,2025,2,1
32570,2025,3,1
32571,2023,2,1
32571,2025,2,2
32578,2023,4,2
32578,2025,1,1
32578,2025,2,2
32578,2025,3,1
32583,2022,2,1
32583,2022,3,2
32583,2023,3,1
32583,2023,4,1
32605,2023,2,2
32605,2023,3,1
32605,2023,4,1
32607,2025,1,1
32608,2022,3,2
32608,2023,1,1
32608,2023,2,1
32608,2023,4,2
32608,2024,2,4
32608,2024,3,1
32608,2024,4,1
32609,2024,4,1
32615,2023,3,1
32615,2023,4,1
32693,2025,3,1
32696,2023,1,2
32703,2024,2,1
32703,2024,3,2
32703,2025,1,1
32703,2025,2,1
32703,2025,3,1
32707,2025,4,2
32708,2024,1,3
32708,2024,2,1
32708,2025,1,1
32709,2024,3,2
32712,2022,3,2
32712,2025,1,1
32720,2023,1,1
32720,2023,2,1
32720,2025,3,2
32720,2025,4,2
32724,2024,1,1
32724,2025,1,2
32725,2022,3,1
32725,2022,4,1
32726,2022,4,1
32726,2023,1,1
32736,2025,2,1
32736,2025,3,1
32736,2025,4,2
32746,2023,4,1
32746,2024,1,2
32746,2024,2,1
32746,2024,3,3
32746,2024,4,2
32750,2024,4,2
32750,2025,2,2
32750,2025,3,3
32751,2023,3,1
32751,2023,4,1
32751,2025,3,1
32757,2023,2,1
32757,2023,3,2
32763,2025,2,1
32763,2025,3,1
32765,2022,2,1
32765,2022,4,2
32765,2024,1,1
32766,2023,4,1
32766,2024,1,1
32771,2022,2,1
32771,2022,3,1
32771,2022,4,1
32771,2023,2,1
32771,2023,3,1
32771,2023,4,3
32771,2024,1,1
32771,2025,3,1
32778,2024,4,1
32779,2023,1,3
32779,2023,2,1
32779,2023,4,2
32784,2024,2,3
32789,2023,1,2
32789,2023,4,1
32789,2024,1,1
32789,2024,2,2
32789,2025,3,3
32789,2025,4,1
32796,2023,4,1
32796,2024,1,2
32796,2024,2,2
32801,2022,3,1
32801,2022,4,1
32801,2023,2,1
32801,2023,3,1
32801,2025,1,2
32803,2024,4,1
32803,2025,1,1
32804,2023,1,2
32807,2024,1,2
32809,2025,2,2
32810,2025,3,2
32812,2022,2,1
32812,2022,3,1
32812,2025,1,2
32812,2025,2,2
32814,2022,3,2
32814,2024,1,2
32817,2022,3,1
32817,2022,4,1
32818,2023,2,1
32818,2023,3,1
32819,2023,2,2
32819,2023,3,3
32819,2023,4,1
32819,2024,1,1
32819,2025,3,3
32822,2023,2,1
32822,2023,3,1
32824,2022,3,2
32824,2022,4,2
32824,2024,2,1
32824,2024,3,1
32824,2024,4,1
32824,2025,2,2
32824,2025,3,11
32824,2025,4,1
32825,2023,2,2
32825,2025,2,2
32826,2022,2,1
32826,2022,3,1
32827,2022,4,4
32827,2023,1,1
32827,2023,2,2
32827,2024,2,5
32828,2022,4,1
32828,2023,1,3
32828,2023,2,3
32828,2023,3,3
32828,2023,4,3
32828,2024,1,3
32828,2024,2,3
32828,2024,3,3
32828,2024,4,4
32828,2025,1,6
32828,2025,2,4
32828,2025,3,3
32828,2025,4,3
32829,2022,4,2
32829,2023,2,1
32829,2023,3,1
32832,2022,3,2
32832,2022,4,1
32832,2025,4,1
32835,2024,1,2
32835,2024,2,1
32835,2024,3,2
32835,2024,4,1
32835,2025,1,1
32836,2024,1,2
32836,2024,2,2
32836,2024,3,3
32836,2025,3,2
32837,2024,4,2
32837,2025,1,2
32837,2025,2,2
32837,2025,4,2
32839,2025,4,2
32901,2023,3,2
32901,2024,3,2
32903,2024,1,1
32903,2024,2,1
32904,2025,3,2
32904,2025,4,1
32907,2023,2,5
32907,2023,3,6
32908,2025,1,2
32909,2022,2,1
32909,2022,3,1
32920,2023,1,1
32920,2024,4,1
32920,2025,3,2
32925,2023,2,2
32925,2024,2,2
32925,2024,3,2
32931,2022,4,2
32931,2023,4,2
32931,2024,3,2
32934,2024,2,1
32934,2024,3,1
32935,2025,2,3
32935,2025,3,1
32937,2025,3,1
32940,2022,3,2
32940,2023,4,1
32940,2024,2,1
32940,2024,3,2
32940,2024,4,1
32940,2025,1,2
32951,2024,4,1
32951,2025,1,2
32952,2025,3,1
32952,2025,4,1
32953,2022,4,3
32953,2023,1,1
32955,2023,2,2
32955,2024,1,2
32957,2023,2,2
32963,2022,4,1
32963,2023,1,1
32963,2023,3,2
32963,2024,3,1
32963,2024,4,1
32963,2025,2,6
32963,2025,3,3
32966,2024,2,2
32967,2022,3,2
32967,2022,4,1
32967,2025,3,1
32967,2025,4,1
32968,2023,2,1
33004,2022,3,2
33004,2022,4,2
33004,2025,2,1
33009,2022,2,3
33009,2022,3,3
33009,2023,4,1
33009,2024,1,1
33009,2024,2,2
33009,2025,1,3
33009,2025,2,2
33009,2025,3,6
33012,2024,3,2
33012,2024,4,2
33012,2025,1,1
33012,2025,2,3
33014,2024,2,2
33014,2025,3,1
33014,2025,4,3
33015,2024,1,1
33016,2024,1,4
33018,2022,2,1
33018,2022,3,1
33018,2025,4,3
33019,2022,2,1
33019,2022,3,1
33020,2022,2,1
33020,2022,4,2
33020,2024,3,1
33020,2025,1,1
33020,2025,3,1
33020,2025,4,3
33021,2024,2,2
33021,2024,3,1
33021,2025,2,2
33021,2025,4,1
33023,2022,3,3
33023,2022,4,3
33023,2024,3,3
33023,2025,3,1
33023,2025,4,1
33024,2022,3,2
33024,2022,4,2
33024,2023,2,2
33024,2024,2,3
33024,2025,3,1
33024,2025,4,4
33025,2022,3,4
33025,2022,4,2
33025,2024,2,2
33025,2024,3,3
33026,2025,3,3
33027,2022,3,3
33027,2022,4,6
33027,2023,1,4
33027,2023,2,3
33027,2024,2,2
33027,2024,3,1
33027,2024,4,2
33027,2025,1,6
33027,2025,3,4
33027,2025,4,4
33028,2022,2,3
33028,2022,3,3
33028,2022,4,1
33028,2024,2,1
33028,2024,3,2
33028,2025,3,1
33029,2023,1,1
33029,2023,2,1
33029,2024,2,1
33029,2024,3,1
33030,2023,2,1
33032,2023,4,2
33032,2025,2,2
33032,2025,4,2
33033,2023,2,2
33033,2025,3,1
33036,2022,2,1
33036,2022,3,2
33037,2022,3,2
33037,2023,2,1
33037,2023,3,1
33037,2024,2,2
33040,2022,2,1
33040,2022,3,1
33040,2023,3,2
33040,2023,4,2
33040,2024,2,1
33040,2025,1,2
33040,2025,2,1
33040,2025,3,2
33040,2025,4,1
33042,2024,3,2
33050,2023,2,2
33055,2024,2,3
33055,2024,3,1
33056,2023,3,1
33056,2023,4,4
33056,2024,1,2
33056,2024,4,2
33060,2024,1,2
33060,2024,3,2
33062,2023,1,1
33062,2023,2,1
33062,2024,3,2
33062,2025,2,2
33063,2024,1,1
33063,2024,2,1
33063,2024,4,1
33063,2025,1,1
33063,2025,2,2
33064,2023,3,3
33064,2023,4,4
33064,2024,1,4
33064,2024,2,2
33064,2025,2,2
33065,2022,3,2
33065,2023,4,1
33065,2024,1,3
33065,2025,2,2
33065,2025,4,1
33066,2025,3,3
33066,2025,4,1
33067,2022,3,1
33067,2022,4,1
33067,2023,2,1
33067,2024,2,2
33068,2022,3,1
33068,2022,4,1
33068,2024,1,2
33068,2024,3,2
33068,2024,4,1
33068,2025,1,2
33068,2025,4,1
33069,2024,2,1
33071,2023,4,2
33071,2024,1,3
33071,2025,1,2
33071,2025,4,3
33073,2023,2,1
33073,2023,3,1
33073,2024,2,1
33073,2024,3,1
33073,2025,1,2
33076,2022,4,1
33076,2023,1,3
33076,2023,2,2
33076,2024,2,1
33076,2024,3,1
33076,2024,4,3
33076,2025,1,3
33076,2025,2,1
33076,2025,3,1
33076,2025,4,3
33101,2025,2,1
33109,2024,2,1
33109,2025,2,3
33126,2024,4,3
33126,2025,1,2
33127,2024,4,3
33130,2024,2,2
33130,2024,3,3
33130,2024,4,1
33131,2022,4,1
33131,2023,1,2
33131,2024,1,2
33131,2024,3,3
33131,2024,4,6
33131,2025,1,8
33131,2025,2,6
33131,2025,3,4
33131,2025,4,4
33132,2023,3,2
33132,2024,4,2
33132,2025,2,3
33132,2025,3,4
33132,2025,4,4
33133,2022,2,1
33133,2022,3,2
33133,2023,4,1
33133,2024,1,3
33133,2024,4,2
33133,2025,2,5
33133,2025,3,2
33134,2023,3,2
33134,2024,4,1
33134,2025,1,1
33137,2023,3,4
33137,2024,2,2
33137,2024,3,3
33138,2022,2,1
33138,2022,3,1
33138,2023,1,2
33138,2023,3,2
33138,2024,4,2
33139,2022,2,1
33139,2022,3,1
33139,2022,4,2
33139,2023,1,1
33139,2023,2,5
33139,2023,3,2
33139,2023,4,3
33139,2024,3,2
33140,2022,3,2
33140,2022,4,1
33140,2023,1,1
33140,2023,2,1
33140,2023,3,2
33140,2024,3,3
33140,2024,4,3
33140,2025,1,1
33140,2025,2,3
33140,2025,3,2
33140,2025,4,3
33141,2022,3,5
33141,2024,2,1
33141,2025,3,2
33143,2022,2,1
33143,2023,3,2
33143,2024,3,3
33143,2025,2,4
33144,2022,4,2
33144,2023,1,1
33144,2024,2,2
33144,2024,4,1
33144,2025,1,1
33144,2025,2,1
33145,2022,4,2
33145,2023,3,1
33145,2023,4,2
33145,2025,1,1
33145,2025,2,1
33145,2025,3,1
33146,2022,2,1
33146,2023,2,2
33146,2024,3,1
33146,2025,3,1
33149,2022,3,3
33150,2022,2,1
33150,2025,3,2
33154,2022,2,1
33154,2022,3,2
33154,2023,2,1
33154,2023,4,5
33154,2025,1,2
33154,2025,3,2
33155,2022,2,1
33155,2022,3,2
33155,2024,3,1
33155,2024,4,1
33156,2023,4,1
33156,2024,1,1
33156,2024,2,4
33156,2024,4,1
33156,2025,1,1
33156,2025,4,1
33157,2023,2,9
33157,2023,3,11
33157,2025,1,2
33160,2022,2,1
33160,2022,3,2
33160,2023,1,6
33160,2023,2,4
33160,2023,3,4
33160,2024,1,1
33160,2024,2,2
33160,2024,3,3
33160,2024,4,1
33160,2025,1,3
33160,2025,2,1
33160,2025,3,2
33160,2025,4,1
33161,2022,4,2
33162,2022,3,1
33162,2022,4,1
33162,2025,3,3
33162,2025,4,2
33165,2024,4,1
33165,2025,1,2
33166,2024,1,3
33166,2025,2,1
33166,2025,3,1
33168,2023,2,1
33168,2023,3,1
33169,2022,4,2
33169,2023,4,2
33169,2024,3,1
33169,2024,4,1
33170,2025,3,2
33174,2024,1,3
33174,2024,2,1
33175,2023,4,1
33175,2024,1,1
33176,2024,4,1
33176,2025,1,4
33176,2025,3,2
33176,2025,4,2
33177,2024,3,1
33177,2025,1,1
33177,2025,2,1
33178,2022,2,1
33178,2022,3,2
33178,2023,1,3
33178,2023,2,4
33178,2023,3,3
33178,2024,1,1
33178,2024,2,6
33178,2024,3,4
33178,2025,3,1
33179,2022,2,3
33179,2022,3,6
33179,2022,4,6
33179,2023,2,1
33179,2023,4,2
33179,2024,1,6
33179,2024,2,1
33179,2024,3,4
33179,2025,1,5
33179,2025,3,3
33180,2022,3,1
33180,2022,4,2
33180,2023,3,4
33180,2023,4,1
33180,2024,1,2
33180,2024,3,2
33180,2025,1,7
33180,2025,2,6
33180,2025,3,5
33180,2025,4,3
33181,2022,2,1
33181,2025,1,2
33183,2023,3,3
33184,2023,2,1
33184,2023,3,1
33184,2025,2,2
33185,2022,3,1
33185,2022,4,1
33186,2022,3,1
33186,2023,2,2
33186,2024,2,2
33186,2024,3,1
33186,2025,1,1
33186,2025,3,3
33187,2022,4,2
33187,2023,1,1
33187,2025,1,1
33189,2024,1,1
33189,2024,2,1
33190,2024,3,2
33194,2025,1,1
33194,2025,2,1
33196,2022,3,2
33196,2022,4,2
33196,2024,1,1
33196,2024,2,2
33196,2024,3,2
33301,2023,3,3
33301,2023,4,3
33301,2024,1,3
33301,2024,2,3
33301,2024,3,3
33301,2024,4,6
33301,2025,1,8
33301,2025,2,9
33301,2025,3,9
33301,2025,4,6
33304,2023,2,3
33304,2023,3,1
33304,2024,2,5
33304,2024,3,1
33304,2024,4,1
33304,2025,1,4
33304,2025,4,2
33305,2022,2,1
33305,2024,1,1
33306,2022,3,1
33306,2023,2,1
33306,2023,4,2
33306,2024,4,2
33306,2025,2,2
33308,2023,4,1
33308,2024,1,1
33308,2025,3,1
33308,2025,4,2
33309,2023,3,2
33309,2023,4,1
33309,2025,4,1
33311,2022,4,1
33311,2024,1,2
33311,2024,2,1
33311,2024,4,2
33311,2025,4,2
33312,2022,3,2
33312,2022,4,1
33312,2023,4,3
33312,2024,1,4
33312,2024,3,2
33312,2024,4,4
33312,2025,3,3
33312,2025,4,3
33314,2023,2,2
33314,2023,3,2
33314,2025,3,2
33316,2023,2,5
33316,2023,3,5
33316,2023,4,5
33316,2024,1,3
33316,2024,2,3
33316,2024,3,6
33316,2024,4,5
33316,2025,1,3
33316,2025,2,5
33316,2025,3,2
33317,2025,2,2
33319,2022,3,1
33319,2022,4,1
33319,2023,3,1
33319,2025,2,1
33319,2025,4,1
33321,2024,1,2
33321,2024,4,3
33321,2025,1,1
33322,2024,2,1
33322,2024,3,1
33322,2024,4,2
33322,2025,1,1
33323,2022,3,3
33323,2023,3,2
33323,2023,4,1
33323,2024,2,3
33323,2025,3,1
33323,2025,4,3
33324,2023,3,2
33324,2023,4,3
33324,2024,1,2
33324,2024,2,2
33324,2024,3,3
33324,2025,2,2
33324,2025,3,6
33325,2024,4,4
33325,2025,2,1
33325,2025,3,2
33325,2025,4,1
33326,2023,2,2
33326,2023,4,2
33326,2024,1,3
33327,2023,1,2
33327,2023,2,1
33327,2024,2,3
33327,2024,3,3
33327,2025,1,2
33327,2025,3,3
33328,2022,4,1
33328,2023,3,2
33328,2024,1,1
33328,2024,2,3
33328,2025,3,2
33330,2024,1,2
33332,2024,4,2
33334,2022,3,1
33334,2022,4,1
33334,2023,4,2
33334,2025,2,1
33349,2025,3,2
33351,2022,3,1
33351,2022,4,1
33401,2024,3,1
33401,2025,4,2
33404,2023,4,1
33404,2024,3,3
33405,2022,4,2
33407,2023,1,2
33407,2024,3,3
33407,2025,3,2
33408,2023,3,1
33408,2023,4,1
33408,2024,3,1
33408,2024,4,1
33408,2025,2,1
33408,2025,3,3
33409,2023,1,1
33409,2023,2,1
33409,2023,3,1
33409,2024,2,2
33409,2025,3,1
33410,2022,3,2
33410,2023,1,2
33410,2023,3,1
33410,2023,4,2
33410,2024,2,1
33410,2024,3,1
33410,2025,4,2
33411,2022,2,2
33411,2022,3,2
33411,2024,2,6
33411,2024,3,8
33411,2024,4,1
33411,2025,1,4
33412,2022,2,3
33412,2022,3,2
33412,2022,4,3
33412,2023,1,1
33412,2023,2,4
33412,2023,3,1
33412,2023,4,3
33412,2024,3,1
33412,2024,4,2
33412,2025,1,2
33414,2022,2,2
33414,2023,3,1
33414,2023,4,3
33414,2024,3,1
33414,2024,4,5
33414,2025,3,2
33415,2023,4,2
33415,2024,1,1
33418,2022,3,4
33418,2022,4,2
33418,2023,1,2
33418,2023,2,1
33418,2023,3,2
33418,2024,1,1
33418,2024,2,1
33418,2024,3,2
33418,2025,1,4
33418,2025,2,1
33418,2025,3,4
33418,2025,4,1
33426,2025,3,2
33428,2022,2,1
33428,2022,3,1
33428,2023,4,1
33428,2025,2,2
33428,2025,3,3
33430,2024,2,1
33431,2024,3,1
33431,2024,4,3
33431,2025,1,1
33431,2025,2,2
33431,2025,3,2
33432,2023,4,2
33432,2024,2,2
33432,2024,3,3
33432,2024,4,2
33432,2025,1,1
33432,2025,2,1
33432,2025,3,1
33432,2025,4,1
33433,2022,2,1
33433,2022,3,4
33433,2022,4,2
33433,2023,3,1
33433,2023,4,1
33433,2024,1,1
33433,2024,3,2
33433,2025,3,2
33434,2022,4,2
33434,2023,1,1
33434,2023,3,2
33434,2025,1,2
33434,2025,2,4
33434,2025,3,1
33434,2025,4,1
33435,2022,3,1
33435,2023,3,1
33435,2023,4,1
33435,2025,2,2
33436,2025,3,2
33437,2023,2,1
33437,2023,3,6
33437,2023,4,2
33437,2024,2,2
33440,2023,2,1
33440,2023,3,1
33441,2022,2,1
33441,2022,3,1
33441,2023,4,2
33442,2024,3,2
33444,2023,2,2
33444,2025,1,2
33444,2025,2,2
33444,2025,3,2
33444,2025,4,1
33445,2022,3,1
33445,2022,4,1
33445,2023,4,1
33445,2024,1,1
33446,2022,2,1
33446,2022,3,6
33446,2022,4,1
33446,2023,3,1
33446,2023,4,1
33446,2024,3,3
33446,2025,1,5
33446,2025,3,1
33449,2022,4,1
33449,2023,1,1
33455,2022,3,1
33455,2022,4,3
33455,2024,2,2
33455,2024,3,2
33455,2025,4,3
33458,2022,2,1
33458,2024,4,2
33462,2022,2,2
33462,2022,3,2
33462,2024,3,1
33462,2025,2,2
33462,2025,3,3
33463,2023,3,2
33463,2024,4,1
33463,2025,1,1
33467,2022,2,1
33467,2025,3,1
33469,2023,2,1
33469,2023,3,3
33469,2024,4,2
33469,2025,1,1
33469,2025,3,1
33469,2025,4,1
33470,2023,2,2
33470,2025,2,2
33472,2022,2,1
33472,2022,4,2
33472,2023,2,3
33472,2024,1,1
33472,2024,2,1
33473,2024,2,1
33473,2024,3,1
33473,2025,2,2
33477,2022,2,1
33477,2022,3,2
33477,2022,4,3
33477,2023,2,7
33477,2023,3,3
33477,2023,4,10
33477,2024,1,1
33477,2024,2,1
33477,2024,3,2
33477,2024,4,9
33477,2025,1,11
33477,2025,2,7
33477,2025,3,1
33478,2023,4,1
33480,2022,3,2
33480,2023,2,1
33480,2023,3,3
33480,2023,4,3
33480,2024,1,1
33480,2024,2,2
33480,2024,4,3
33480,2025,2,2
33482,2025,2,1
33483,2023,1,1
33483,2023,2,2
33483,2023,3,4
33483,2023,4,1
33483,2024,3,9
33483,2024,4,4
33483,2025,1,3
33483,2025,2,1
33483,2025,3,6
33483,2025,4,2
33484,2025,1,2
33486,2022,3,1
33486,2022,4,3
33486,2024,2,2
33487,2023,2,2
33487,2023,4,1
33487,2024,1,2
33487,2025,1,1
33487,2025,2,3
33496,2022,3,3
33496,2023,2,3
33496,2023,3,5
33496,2023,4,2
